楕円曲線暗号について,まず、楕円曲線を用いて暗号化することを、楕円曲線暗号（Elliptic Curve Cryptography：ECC）と呼びます。ビットコインではこの暗号方式を用いることで秘密鍵から公開鍵を生成します。また楕円曲線暗号を使用して電子署名がされる一連の流れは「楕円曲線電子署名アルゴリズム」と呼ばれています。これはその名の通り、電子署名アルゴリズム（Digital Signature Algorithm：DSA）において楕円曲線暗号を用いるものであり、ビットコインの電子証明にも利用されています。ここで、「mod p」という見慣れない式が出てきます。これは剰余演算（またはモジュロ）と呼ばれ、「a mod n」の場合、aをnで割った余りを指します。すなわち、上記の方程式は、左辺と右辺の余りが等しい方程式であると言えます。具体的に、楕円曲線を使用してどのようにして秘密鍵から公開鍵を生成しているのでしょうか。,0,FALSE,2,1
ECCについて,"「ここで、楕円曲線における足し算は通常の足し算・掛け算とは異なります。まず、ある楕円曲線上にある接点Gに関して、接線を得ることができます。この接線は必ず接点G以外の楕円曲線上の点と交わります。その交点のx軸対称の点が次の点2Gとなります。これを繰り返している様子が上図です。
このように、ある点Gから何回も掛け算されてnGとなった軌跡の簡単な例が以下のように示されています。見ると分かる通り、軌跡の形は非常に複雑になっていますが、ある点Gからn回移動させた点nGを計算させることはコンピュータによって高速に計算を回すことで可能です。

ここで注目することは、ここまで見てきた楕円曲線の軸は、ある点(x,y)をpで割った余りとなっている点です。これはさきほどの方程式における「mod p」の部分が効いているためです。楕円曲線暗号のアルゴリズムは、点G及びpが分かった状態で、次の点を求める手順をn回繰り返してnGを求めます。数学的には、Gからn回剰余演算を繰り返してnGを求めることは簡単ですが、nが非常に大きい値の時にGとnGから剰余演算においてnを求めることは非常に困難であるとされています。これはハッシュ関数の性質と同じように一方向性があると言い、暗号の解読を不可能にさせるという点で強力なメリットとなります。」との記述があるのですが，「mod p」の部分が効いているとはどういうことでしょうか．",0,FALSE,2,1
ECCとRSAについて,RSAと比べて，ECCが短い鍵を使用できるのはなぜですか．,0,FALSE,2,1
IEEE 802.11axについて,Wifi 6とIEEE 802.11axは同じですか,0,FALSE,5,2
5Gについて,5Gで，超高速・超低遅延・多数同時接続が実現できるのはなぜですか．,1,TRUE,5,2
railsのエラーについて,pullしようとしたらschema.rbにconflictが起きてしまいました．一旦rollbackすべきでしょうか．,0,FALSE,16,3
パーミッションエラーについて,"以下のエラーが出て困っています．どうしたらいいでしょうか．
git push -u origin master
ERROR: Permission to ws-8/WS-8.git denied to LakeRainSound.
fatal: Could not read from remote repository.
Please make sure you have the correct access rights
and the repository exists.",0,FALSE,16,4
予測模倣学習について,強化学習と予測模倣学習は何が違うのでしょうか．,0,FALSE,17,1
AND / OR グラフについて,AND / OR グラフの読み方がいまいちわかりません。,0,TRUE,17,1
A* / IDA* について,A* と IDA* の違いがわかりません。,0,TRUE,17,1
制約充足のバックトラック,バックトラックのアルゴリズムがわかりません。具体例がほしいです。,3,FALSE,17,1
焼きなまし法について,局所最適解に陥らないために、ときどき山登りではなく坂を下る操作が必要、とありますが、実際の実装はどのようにするのでしょうか？,3,FALSE,17,1
自己符号化器の構成,自己符号化器の構成はどのようになっているのでしょうか。,5,TRUE,17,1
ベイジアンネット,ベイジアンネットは DAG（有向非循環グラフ） ではないとダメですか？,3,TRUE,17,1
マルコフ決定過程,ポリシー反復がいまいちわかりませんでした。,0,FALSE,17,1
TD学習,TD学習の具体的な計算例はありますか？,3,FALSE,17,1
Q-Learning について,なぜ途中の行動が最適でなくても最適なポリシーに収束するのですか。,4,TRUE,17,1
パーティクルフィルタのリサンプリング,リサンプリングの過程がよくわかりませんでした。,1,TRUE,17,1
貪欲法,貪欲法で最適解を出力せず、うまくいかない場合というのは具体的にどのようなものがありますか。,2,TRUE,17,1
パーセプトロンの学習について,有限回の重み修正で学習が終わるのはなぜですか？,1,TRUE,17,1
DNNの理論,DNNは経験的知見にとどまっているとありましたが、理由付けできるニューラルネットみたいなものありませんでしたっけ。,1,FALSE,17,1
人工知能とは,結局人工知能という言葉の定義はどのように定義すればいいのですか？,1,TRUE,17,1
8パズルのヒューリスティック,講義では、8パズルの完成形と現在の状態を比較して、同じ位置にないピースの枚数をヒューリスティックとして用いていましたが、同じ位置にないピースについて正しい位置とのマンハッタン距離の総和としても大丈夫でしょうか。,2,TRUE,17,1
モデルフリー学習,モデルフリー学習とは結局どのような学習なのですか？具体例があると嬉しいです。,2,FALSE,17,1
パーセプトロンの学習について,学習率を学習の際に設定すると収束が早まりますか？,2,FALSE,17,1
ベイジアンネット,構築する時は手動ですか？なにかその分野についての知識に基づいて構成するのでしょうか。,3,TRUE,17,1
深さ優先探索と幅優先探索,時間計算量と空間計算量がどうしてそのようになるのかわかりません。,0,TRUE,17,1
HMMの前向きアルゴリズム,更新式の意味がよくわかりませんでした。,2,TRUE,17,1
About group discussion,"When do we have the presentation of group discussion?",3,FALSE,15,9
