楕円曲線暗号について,まず、楕円曲線を用いて暗号化することを、楕円曲線暗号（Elliptic Curve Cryptography：ECC）と呼びます。ビットコインではこの暗号方式を用いることで秘密鍵から公開鍵を生成します。また楕円曲線暗号を使用して電子署名がされる一連の流れは「楕円曲線電子署名アルゴリズム」と呼ばれています。これはその名の通り、電子署名アルゴリズム（Digital Signature Algorithm：DSA）において楕円曲線暗号を用いるものであり、ビットコインの電子証明にも利用されています。ここで、「mod p」という見慣れない式が出てきます。これは剰余演算（またはモジュロ）と呼ばれ、「a mod n」の場合、aをnで割った余りを指します。すなわち、上記の方程式は、左辺と右辺の余りが等しい方程式であると言えます。具体的に、楕円曲線を使用してどのようにして秘密鍵から公開鍵を生成しているのでしょうか。,0,FALSE,2,1
ECCについて,"「ここで、楕円曲線における足し算は通常の足し算・掛け算とは異なります。まず、ある楕円曲線上にある接点Gに関して、接線を得ることができます。この接線は必ず接点G以外の楕円曲線上の点と交わります。その交点のx軸対称の点が次の点2Gとなります。これを繰り返している様子が上図です。
このように、ある点Gから何回も掛け算されてnGとなった軌跡の簡単な例が以下のように示されています。見ると分かる通り、軌跡の形は非常に複雑になっていますが、ある点Gからn回移動させた点nGを計算させることはコンピュータによって高速に計算を回すことで可能です。

ここで注目することは、ここまで見てきた楕円曲線の軸は、ある点(x,y)をpで割った余りとなっている点です。これはさきほどの方程式における「mod p」の部分が効いているためです。楕円曲線暗号のアルゴリズムは、点G及びpが分かった状態で、次の点を求める手順をn回繰り返してnGを求めます。数学的には、Gからn回剰余演算を繰り返してnGを求めることは簡単ですが、nが非常に大きい値の時にGとnGから剰余演算においてnを求めることは非常に困難であるとされています。これはハッシュ関数の性質と同じように一方向性があると言い、暗号の解読を不可能にさせるという点で強力なメリットとなります。」との記述があるのですが，「mod p」の部分が効いているとはどういうことでしょうか．",0,FALSE,2,1
ECCとRSAについて,RSAと比べて，ECCが短い鍵を使用できるのはなぜですか．,0,FALSE,2,1
IEEE 802.11axについて,Wifi 6とIEEE 802.11axは同じですか,0,FALSE,5,2
5Gについて,5Gで，超高速・超低遅延・多数同時接続が実現できるのはなぜですか．,1,TRUE,5,2
railsのエラーについて,pullしようとしたらschema.rbにconflictが起きてしまいました．一旦rollbackすべきでしょうか．,0,FALSE,16,3
パーミッションエラーについて,"以下のエラーが出て困っています．どうしたらいいでしょうか．
git push -u origin master
ERROR: Permission to ws-8/WS-8.git denied to LakeRainSound.
fatal: Could not read from remote repository.
Please make sure you have the correct access rights
and the repository exists.",0,FALSE,16,4
予測模倣学習について,強化学習と予測模倣学習は何が違うのでしょうか．,0,FALSE,17,1
AND / OR グラフについて,AND / OR グラフの読み方がいまいちわかりません。,0,TRUE,17,1
A* / IDA* について,A* と IDA* の違いがわかりません。,0,TRUE,17,1
制約充足のバックトラック,バックトラックのアルゴリズムがわかりません。具体例がほしいです。,3,FALSE,17,1
焼きなまし法について,局所最適解に陥らないために、ときどき山登りではなく坂を下る操作が必要、とありますが、実際の実装はどのようにするのでしょうか？,3,FALSE,17,1
自己符号化器の構成,自己符号化器の構成はどのようになっているのでしょうか。,5,TRUE,17,1
ベイジアンネット,ベイジアンネットは DAG（有向非循環グラフ） ではないとダメですか？,3,TRUE,17,1
マルコフ決定過程,ポリシー反復がいまいちわかりませんでした。,0,FALSE,17,1
TD学習,TD学習の具体的な計算例はありますか？,3,FALSE,17,1
Q-Learning について,なぜ途中の行動が最適でなくても最適なポリシーに収束するのですか。,4,TRUE,17,1
パーティクルフィルタのリサンプリング,リサンプリングの過程がよくわかりませんでした。,1,TRUE,17,1
貪欲法,貪欲法で最適解を出力せず、うまくいかない場合というのは具体的にどのようなものがありますか。,2,TRUE,17,1
パーセプトロンの学習について,有限回の重み修正で学習が終わるのはなぜですか？,1,TRUE,17,1
DNNの理論,DNNは経験的知見にとどまっているとありましたが、理由付けできるニューラルネットみたいなものありませんでしたっけ。,1,FALSE,17,1
人工知能とは,結局人工知能という言葉の定義はどのように定義すればいいのですか？,1,TRUE,17,1
8パズルのヒューリスティック,講義では、8パズルの完成形と現在の状態を比較して、同じ位置にないピースの枚数をヒューリスティックとして用いていましたが、同じ位置にないピースについて正しい位置とのマンハッタン距離の総和としても大丈夫でしょうか。,2,TRUE,17,1
モデルフリー学習,モデルフリー学習とは結局どのような学習なのですか？具体例があると嬉しいです。,2,FALSE,17,1
パーセプトロンの学習について,学習率を学習の際に設定すると収束が早まりますか？,2,FALSE,17,1
ベイジアンネット,構築する時は手動ですか？なにかその分野についての知識に基づいて構成するのでしょうか。,3,TRUE,17,1
深さ優先探索と幅優先探索,時間計算量と空間計算量がどうしてそのようになるのかわかりません。,0,TRUE,17,1
HMMの前向きアルゴリズム,更新式の意味がよくわかりませんでした。,2,TRUE,17,1
About group discussion,"When do we have the presentation of group discussion?",3,FALSE,15,1
About evaluation,"How will you evaluate the score of this course?",3,TRUE,1,2
About attendance,"Do you check the attendance in this course?",1,TRUE,1,3
About absent,"What should I do if I can not attend the online class due to network trouble, etc.?",0,TRUE,1,1
About today's assignment,"What is the deadline of today's assignment?",0,TRUE,3,3
About MD5,"Why can't we use MD5?",0,FALSE,4,2
About RC4,"What is RC4?",1,TRUE,5,1
About CVE and CWE,"What is the difference between CVE and CWE?",2,TRUE,6,2
About KRACKs,"What is KRACKs?",2,FALSE,7,3
About assignment,"Is there any requirement about the length of the report?",1,TRUE,8,1
About assignment,"How many assignments do we have in this part?",0,TRUE,9,1
About lecture material,"I can't find today's lecture material.",0,TRUE,10,2
About distinction,"What is a distinction in a service?",1,FALSE,11,1
About the report,"Do you accept report written in Japanese?",2,TRUE,12,2
About Gestalt's rule,"What is Gestalt's rule?",1,FALSE,13,4
About tradeoff,"Why there is a tradeoff between them?",3,TRUE,14,5
About lecture material,"Where can I find the lecture material?",4,TRUE,1,4
About prime number,"How to generate a prime number?",2,FALSE,3,2
About reports,"How many reports do we have for this part?",2,TRUE,3,1
About hash function,"What is a hash function?",1,FALSE,4,2
About hash function,"What hash function should we use in this lecture?",2,TRUE,4,1
About WEP,"What is WEP?",2,TRUE,5,3
About 5G,"What is 5G?",3,FALSE,5,1
About CVE,"What is CVE?",2,TRUE,6,2
About CWE,"What is CWE?",2,TRUE,6,1
About stack overflow,"How do we deal with stack overflow?",1,TRUE,6,1
About WPA2,"What is WPA2?",2,FALSE,7,2
About 4-way handshake,"What is 4-way handshake?",1,TRUE,7,3
About handshake,"Is there any other types of handshake?",2,FALSE,7,2
About deadline,"What is the deadline of today's report?",1,TRUE,8,1
About evaluation,"What is the evaluation of this part?",2,TRUE,8,2
About report submission,"How should I submit my report?",1,TRUE,8,3
About next online lecture,"When will we have next online lecture?",2,TRUE,9,2
About quiz,"Do we need to submit the answer to today's quiz?",3,TRUE,9,3
About quiz,"For today's quiz, is it just a practice as the previous week?",2,TRUE,10,2
About report,"Where can I find the explanation of final report?",3,FALSE,10,1
About service,"What does service mean in this lecture?",1,TRUE,11,2
About distinction,"Why is distinction important in service?",2,TRUE,11,1
About report,"Can I still submit my report after today's lecture?",0,TRUE,11,3
About attendance,"Do you check attendance in this class?",1,TRUE,11,2
About presentation,"Do you evaluate presentation during the class?",2,TRUE,11,3
About lecture language,"Do you use Japanese during the class?",1,TRUE,12,4
About deadline,"What is the deadline for task 1?",3,FALSE,12,3
About programming language,"Can we use other programming language in this lecture?",2,TRUE,12,2
About python,"I'm not very familiar with python programming. Do you provide any materials about this?",1,TRUE,12,1
About Gestalt's rule,"Why do we use Gestalt's rule in this lecture?",2,FALSE,13,4
About Gestalt's rule,"Is there any other rules can do the same thing as Gestalt's rule?",3,FALSE,13,3
About report,"Do we also need to submit source codes along with the report?",3,TRUE,13,2
About importing package,"I failed to import the package, what should I do?",1,TRUE,13,4
About plot function,"I found this bug ... while plotting figures. Where is wrong?",0,FALSE,13,1
About efficiency,"How do we evaluate the efficiency?",2,TRUE,14,2
About challenge task,"How will you evaluate challenge task?",3,TRUE,14,3
About e-learning,"What kind of e-learning platforms do we have now?",2,FALSE,15,3
About presentation,"Should we do an individual presentation for this part?",2,TRUE,15,4
About web service,"What kind of web service is acceptable for this group work.",2,TRUE,16,1
About group,"How should we decide the group members?",3,TRUE,16,2
About report,"Do we need to write a report at the end of the workshop?",1,FALSE,16,3
